e,n_total,n_screened,effect,sd,duration_months,total_cost
0.825,156.0,241.31249999999997,10.5375,22.11710522988938,62.62499999999999,16862281.25
0.8308333333333333,150.0,233.671875,10.686250000000001,21.945951850037556,60.927083333333336,16345929.6875
0.8366666666666667,144.0,225.9,10.835,21.772436894691726,59.2,15827150.0
0.8425,138.0,217.99687500000002,10.98375,21.5965034423978,57.44375,15305942.1875
0.8483333333333334,132.0,209.9625,11.132500000000002,21.418091894859977,55.65833333333333,14782306.25
0.8541666666666667,126.0,201.79687500000003,11.281250000000004,21.237139797318125,53.84375000000001,14256242.1875
0.86,122.0,196.725,11.43,21.05358164303642,52.71666666666667,13912412.5
0.8658333333333333,116.0,188.31875,11.578750000000001,20.86734866014767,50.84861111111111,13381896.875
0.8716666666666667,112.0,183.05,11.727500000000001,20.678368578863598,49.67777777777778,13034425.0
0.8775,106.0,174.40312500000002,11.876249999999999,20.486565376790228,47.75625,12499457.8125
0.8833333333333333,102.0,168.9375,12.025,20.29185899977296,46.541666666666664,12148343.75
0.8891666666666667,98.0,163.384375,12.17375,20.094165055329704,45.30763888888889,11795610.9375
0.895,94.0,157.74375,12.322500000000002,19.893394475302603,44.05416666666667,11441259.375
0.9008333333333334,90.0,152.015625,12.471250000000001,19.689453143857673,42.78125,11085289.0625
0.9066666666666667,86.0,146.20000000000002,12.620000000000003,19.482241486372487,41.488888888888894,10727700.0
0.9125000000000001,82.0,140.296875,12.768750000000002,19.271654014056498,40.17708333333333,10368492.1875
0.9183333333333333,80.0,137.75,12.9175,19.057578818324924,39.611111111111114,10196375.0
0.9241666666666667,76.0,131.69375,13.06625,18.83989700796778,38.265277777777776,9834334.375
0.9299999999999999,72.0,125.54999999999998,13.214999999999998,18.61848208098609,36.89999999999999,9470675.0
0.9358333333333333,70.0,122.82812499999999,13.36375,18.39319922156466,36.295138888888886,9295320.3125
0.9416666666666667,66.0,116.53125,13.5125,18.16390451096166,34.89583333333333,8928828.125
0.9475,64.0,113.7,13.66125,17.9304440390499,34.266666666666666,8751450.0
0.9533333333333334,60.0,107.25,13.81,17.692652900757047,32.83333333333333,8382125.0
0.9591666666666667,58.0,104.309375,13.958750000000002,17.450354058609623,32.17986111111111,8202723.4375
0.9650000000000001,56.0,101.32500000000002,14.107500000000002,17.203357048843692,31.51666666666667,8022512.5
0.9708333333333333,52.0,94.65625,14.25625,16.951456503916315,30.03472222222222,7649140.625
0.9766666666666667,50.0,91.5625,14.405000000000001,16.694430458489244,29.34722222222222,7466906.25
0.9825,48.0,88.42500000000001,14.55375,16.432038398734953,28.650000000000002,7283862.5
0.9883333333333333,46.0,85.24374999999999,14.702499999999999,16.164019005701114,27.943055555555553,7100009.375
0.9941666666666666,44.0,82.01875,14.85125,15.890087531880793,27.226388888888888,6915346.875
1.0,42.0,78.75,15.0,15.609932735281086,26.5,6729875.0
