e,n_total,n_screened,effect,sd,duration_months,total_cost
0.5333333333333333,88708.0,88708.0,-0.28666666666666796,14.455719360247079,19721.88888888889,7187996000.0
0.5391666666666667,205258.0,207503.009375,-0.18808333333333316,14.42731782625316,46120.77986111111,16670078673.4375
0.545,902808.0,922556.925,-0.08949999999999925,14.398185293640305,205021.65000000002,73495451112.5
0.5508333333333333,inf,inf,0.009083333333332,14.368317315992696,inf,inf
0.5566666666666666,618620.0,645684.625,0.10766666666666591,14.337709297125846,143494.47222222222,50611563562.5
0.5625,167842.0,177020.859375,0.20624999999999893,14.306356487152835,39346.96875,13767658898.4375
0.5683333333333334,76494.0,81513.91875000001,0.30483333333333373,14.274253978365694,18123.20416666667,6291530496.875
0.5741666666666667,43476.0,46804.631250000006,0.4034166666666672,14.241396700922826,10410.029166666667,3585783678.125
0.58,27946.0,30391.274999999998,0.5019999999999989,14.20777941833276,6762.616666666666,2311511587.5
0.5858333333333333,19432.0,21344.8375,0.6005833333333324,14.173396722723957,4752.297222222222,1612027493.75
0.5916666666666667,14268.0,15828.5625,0.6991666666666658,14.138243029889612,3526.4583333333335,1187226406.25
0.5975,10904.0,12215.8875,0.7977500000000002,14.102312574095782,2723.641666666667,910141918.75
0.6033333333333333,8594.0,9721.9625,0.8963333333333319,14.065599402640315,2169.436111111111,719629306.25
0.6091666666666666,6938.0,7924.496875000001,0.9949166666666658,14.02809737014927,1769.9993055555558,582876192.1875
0.615,5712.0,6586.650000000001,1.0934999999999993,13.989800132596605,1472.7,481501025.0
0.6208333333333333,4780.0,5564.21875,1.1920833333333327,13.950701141031903,1245.4930555555557,404336046.875
0.6266666666666667,4056.0,4765.8,1.290666666666667,13.910793634999964,1068.0666666666666,344315300.0
0.6325,3480.0,4127.0625,1.3892499999999988,13.870070635634846,926.125,296498656.25
0.6383333333333333,3016.0,3609.775,1.4878333333333322,13.828524938409817,811.1722222222222,257928837.5
0.6441666666666667,2638.0,3186.2093750000004,1.5864166666666657,13.786149105523348,717.0465277777779,226467873.4375
0.65,2324.0,2832.3750000000005,1.6849999999999996,13.742935457899815,638.4166666666667,200296937.5
0.6558333333333334,2060.0,2533.15625,1.783583333333334,13.698876066782104,571.9236111111111,178261390.625
0.6616666666666666,1838.0,2280.2687499999997,1.8821666666666657,13.653962744891642,515.7263888888888,159707971.875
0.6675,1650.0,2065.078125,1.9807499999999991,13.608187037129523,467.90625,143976945.3125
0.6733333333333333,1488.0,1878.6,2.0793333333333326,13.561540210790547,426.46666666666664,130402100.0
0.6791666666666667,1346.0,1714.0468750000002,2.177916666666667,13.514013245259735,389.8993055555556,118482867.1875
0.685,1224.0,1572.075,2.276500000000001,13.465596821158726,358.35,108231387.5
0.6908333333333333,1116.0,1445.56875,2.375083333333332,13.41628130890681,330.23749999999995,99141021.875
0.6966666666666667,1022.0,1334.9875,2.473666666666666,13.36605675665872,305.6638888888889,91220268.75
0.7025,938.0,1235.5218750000001,2.5722499999999995,13.314912877578283,283.5604166666667,84130154.6875
0.7083333333333334,864.0,1147.5,2.670833333333334,13.262839036403765,264.0,77876750.0
0.7141666666666666,796.0,1065.89375,2.7694166666666655,13.209824235257216,245.86527777777778,72117034.375
0.72,738.0,996.3000000000001,2.867999999999999,13.155857098646216,230.4,67204550.0
0.7258333333333333,684.0,930.8812499999999,2.9665833333333325,13.10092585760216,215.86249999999998,62619303.125
0.7316666666666667,634.0,869.76875,3.0651666666666664,13.045018332894575,202.28194444444443,58363721.875
0.7375,592.0,818.625,3.1637500000000007,12.988121917255782,190.91666666666666,54792562.5
0.7433333333333334,552.0,769.3500000000001,3.262333333333334,12.930223556544652,179.9666666666667,51380975.0
0.7491666666666666,514.0,722.009375,3.360916666666666,12.871309729771957,169.44652777777776,48130173.4375
0.755,482.0,682.3312500000001,3.4594999999999994,12.811366427902998,160.6291666666667,45396128.125
0.7608333333333334,452.0,644.8062500000001,3.558083333333333,12.750379131345685,152.2902777777778,42826915.625
0.7666666666666666,424.0,609.5,3.6566666666666654,12.688332786023896,144.44444444444446,40423750.0
0.7725,398.0,576.478125,3.755249999999999,12.625211777926737,137.10625,38187845.3125
0.7783333333333333,374.0,545.80625,3.8538333333333328,12.560999906014207,130.29027777777776,36120415.625
0.7841666666666667,352.0,517.55,3.9524166666666662,12.495680353348336,124.0111111111111,34222675.0
0.79,332.0,491.77500000000003,4.051,12.429235656306464,118.28333333333335,32495837.5
0.7958333333333334,312.0,465.5625,4.149583333333334,12.36164767171926,112.45833333333333,30760906.25
0.8016666666666667,296.0,444.925,4.248166666666668,12.292897541760535,107.87222222222222,29379112.5
0.8075,278.0,420.90937499999995,4.346749999999999,12.222965656398616,102.53541666666666,27809823.4375
0.8133333333333334,264.0,402.6,4.445333333333333,12.151831613199533,98.46666666666667,26596100.0
0.8191666666666666,250.0,383.984375,4.543916666666665,12.07947417425067,94.32986111111111,25376710.9375
0.825,236.0,365.0625,4.642499999999999,12.005871219949015,90.125,24151656.25
0.8308333333333333,224.0,348.95,4.741083333333332,11.930999699370917,86.54444444444444,23103575.0
0.8366666666666667,212.0,332.575,4.839666666666666,11.854835576909347,82.90555555555555,22050637.5
0.8425,202.0,319.096875,4.93825,11.777353774829896,79.91041666666666,21176292.1875
0.8483333333333334,192.0,305.4,5.036833333333334,11.698528111357524,76.86666666666666,20297900.0
0.8541666666666667,182.0,291.484375,5.135416666666668,11.618331233861523,73.77430555555556,19415460.9375
0.86,172.0,277.34999999999997,5.233999999999999,11.53673454665574,70.63333333333333,18528975.0
0.8658333333333333,164.0,266.24375000000003,5.332583333333333,11.453708132873631,68.16527777777779,17823509.375
0.8716666666666667,156.0,254.96250000000003,5.431166666666666,11.369220669812373,65.65833333333333,17114806.25
0.8775,148.0,243.50625000000002,5.529749999999999,11.2832393370654,63.112500000000004,16402865.625
0.8833333333333333,142.0,235.18749999999997,5.628333333333332,11.1957297166772,61.263888888888886,15873968.75
0.8891666666666667,134.0,223.403125,5.726916666666666,11.106655684455855,58.64513888888889,15155957.8125
0.895,128.0,214.8,5.8255,11.015979291465648,56.733333333333334,14621800.0
0.9008333333333334,122.0,206.065625,5.924083333333333,10.92366063459142,54.79236111111111,14085214.0625
0.9066666666666667,116.0,197.20000000000002,6.022666666666668,10.829657714915195,52.82222222222222,13546200.0
0.9125000000000001,110.0,188.20312500000003,6.121250000000002,10.733926282469989,50.82291666666667,13004757.8125
0.9183333333333333,106.0,182.51875,6.219833333333333,10.636419665731301,49.55972222222223,12649596.875
0.9241666666666667,100.0,173.28125,6.318416666666667,10.537088583968007,47.50694444444444,12103703.125
0.9299999999999999,96.0,167.4,6.416999999999999,10.435880940294405,46.2,11744900.0
0.9358333333333333,90.0,157.921875,6.515583333333333,10.33274159293597,44.09375,11194554.6875
0.9416666666666667,86.0,151.84375,6.614166666666666,10.227612101832744,42.74305555555556,10832109.375
0.9475,82.0,145.67812500000002,6.71275,10.120430447243834,41.37291666666667,10468045.3125
0.9533333333333334,78.0,139.425,6.811333333333334,10.011130716468656,39.983333333333334,10102362.5
0.9591666666666667,74.0,133.08437500000002,6.909916666666668,9.899642754146344,38.57430555555556,9735060.9375
0.9650000000000001,72.0,130.275,7.0085000000000015,9.785891770809648,37.95,9558087.5
0.9708333333333333,68.0,123.78125,7.107083333333333,9.669797903423607,36.50694444444444,9187953.125
0.9766666666666667,64.0,117.2,7.205666666666667,9.551275720493514,35.044444444444444,8816200.0
0.9825,62.0,114.215625,7.30425,9.430233662932219,34.38125,8635989.0625
0.9883333333333333,58.0,107.48125,7.402833333333333,9.306573410170305,32.88472222222222,8261403.125
0.9941666666666666,56.0,104.3875,7.501416666666666,9.180189158892947,32.19722222222222,8079168.75
1.0,52.0,97.5,7.6,9.05096679918781,30.666666666666668,7701750.0
